Couplet,Poet
"دل ويچاري وئي مَڃي منهنجو چَيو
پرَ اکين جون عادتون ساڳيون رهيون.",Adil Soomro
"هرڪو جُملو ڄڻُ ته حملو ٿو ڪري
دوستيءَ جو هي نهَ ٿو لهجو لڳي.",Adil Soomro
"ڪيڏو تاءُ اکين ۾ تنهنجي
ڄڻُ خنجر جي ڀرسان آهيان",Adil Soomro
"رُوپ سڀُ تخليق جا سُهڻا هُئا
مون کي پَر تن جي ڌڻيءَ موهَي ڇڏيو.",Adil Soomro
"ڪنڊن جهڙا لفظ چوي ٿي
ڄڻُ ٿوهر جي ڀرسان آهيان",Adil Soomro
"پيار وارو دورُ ٿو ڊوڙي پيو
ڄڻُ ته من ۾ مورُ ٿو ڊوڙي پيو",Adil Soomro
"هَر خوشي خنجر هڻي ٿي آس کي
دردَ جي بنواسَ ۾ ڀوڳيان پيو.",Adil Soomro
"منهنجي ڊائريءَ ۾ آ ڦهليل
تنهنجي ئي لفظن جي خوشبو",Adil Soomro
"دل آهي ديوار مٽيءَ جي
وڏو ڦڙو ٿيو پيارُ پروڪو",Adil Soomro
"ڪين رکُ تون دوستي مونسان ڀلي
پر نه دشمن جو رويو ڌار تون",Adil Soomro
"ڪين ڀُلجي ڀي نهاري ٿو ڪڏهن
اُلفتون مون ڏي وڌيون سڀُ اوپريُون.",Adil Soomro
"مون ته واٽون سڀُ نهاريون پَئي مگر
هُوءَ الائي جي ڪِٿان گُذري وَئِي.",Adil Soomro
"ڪنوارـ ٻوٽِيءَ جيان هوءَ ته وَئي شرمائجي
مون سان هُن جي ڄڻُ ته حجابن ڳالهايو.",Adil Soomro
"ٽهڪ ميلا ۽ هي وڇوڙا ئي
زندگيءَ جُون عَلامَتون آهن.",Adil Soomro
"تُون ڏئين ٿي ٽهڪ مُنهنجي حالَ تي
مُنهنجي دل ۾ ڄڻُ ته ٿو ڪوڪو لڳي.",Adil Soomro
"صدين کان سَوالي حَويليءَ جي دَرَ تي
هي معصوم اکڙيون ۽ خالي ڪي جھوليون.",Adil Soomro
"ريشمي ڪنهن خُواب جيان مونکي لَڳن
ڪي گھَڙيون تو وٽ گُذاري ٿو اچان.",Adil Soomro
"ڪوبه آکيرو نه ٿيو مايوس آ
جو پکين  ۾ روشني آهي اڃان.",Adil Soomro
"جو ڏنو مون دوستَ کي تُحفو ڪري
سو ڪَٻاڙيءَ جي مليو هَٽَ تان ڪتابُ",Adil Soomro
"پرين تنهنجي پيرن جي هيٺان اچي جئن
تڏهن نانءٌ تنهنجي پڌر تي لکيو هو.",Adil Soomro
"ناتر جھومي نيٺ ٿڪي آ
ڪارونجھر تي باک ڦُٽي آ",Adil Soomro
"وارياسو وڻڪارُ ٿي سمجھي.
مُرڪي ڏسڻ کي پيارُ ٿي سمجھي.",Adil Soomro
"بارش جا ايندڙ ڏکن جي گھڙين لئه
اسان ٽهڪ ٿورا رکيا هن بچائي",Adil Soomro
"مان ٻڍائپ ۾ به توکي چاهيندس
ناههِ توسان پيار منهنجو عارضي",Adil Soomro
"آس اڏرڻ جي، پکين جيان هُئي مگر
حالتن جي ڄارَ ۾ ويڙهيو پَيو آن.",Adil Soomro
"ويس گيڙوءَ ۾ هتي آهي غزل
سنڌ ۾ سونهين نه چوغو فارسي",Adil Soomro
"هتي جوتِ منهنجي آهي ڪهڙي ڪم جي
اهو جملو ڏِيئَي قبر تي لکيو هو.",Adil Soomro
"توکي ڀي اڄُ ڪين وڻون ٿا
ڀاڳ به پنهنجو ساڳيو ناهي",Adil Soomro
"جنوريءَ ۾ جُون جهڙي ڪا چُمي
ڄڻُ چپن جي ڀَر منجھان گُذري وَئِي.",Adil Soomro
"ٿاريليءَ جو گجُ ٿو مرڪي
ڏهر ڏهر تي باک ڦُٽي آ",Adil Soomro
"جيڪو سمنڊَ سُڏڪي لهرن تي لکيو هو.
اُهو گيتُ ٻيڙين ڪپَرَ تي لکيو هو.",Adil Soomro
"وڻَ سڀئي سُڏڪن ۾ پئجي ها ويا
گيتُ ڪوئل هو جڏهن آلاپيو",Adil Soomro
"تو سِوا مون کي لڳيون سڀُ اوپريُون
شهرَ تنهنجي جون گھٽيون سڀُ اوپريُون.",Adil Soomro
"ديس ڌاران ڪا سُڃاڻپ ناهي دوست!
ڀل هجين بامبي ۾ تون مالڪ لکن",Adil Soomro
"اِهو عشق اهڙو ته ظالم آ، جنهن
وطن جي اسان کا ڇڏائي زَمين.",Adil Soomro
"هي عاشقن جون رسمون اظهارَ جا بَهانا
هُن کي گُلابُ ڏَئي آ ڏِياريِءَ جي شامَ جو.",Adil Soomro
"مايوسيءَ جي مند ۾ پنهنجي
ديسين لئه دلداري آهيون",Adil Soomro
"بس ائين ئي لوڪَ سان ڌِڪجي ويا سي
حالُ پنهنجو نئين صَديءَ جهڙو نه هو.",Adil Soomro
"ساجَن ڏي جو رستو آهي
سوئي آهي دارَ جو رستو",Adil Soomro
"ڪيتري تبديل دُنيا ٿي وئي
پنهنجي گھرَ جون حالتون ساڳيون رهيون.",Adil Soomro
"اوهان جي اچڻ تي بتيون خُواب ٿيا ها.
گُلن جون اوهان لئه پَتيون خُواب ٿيا ها.",Adil Soomro
"پيار نه آهي حاصل ٿيندو
تعويذن ۽ ڍارن سان",Adil Soomro
"ياد ٻيو ڪُجھه ڪين ٿو مونکي رَهي
تنهنجي ئي مان سارَ ۾ ويڙهيو پَيو آن.",Adil Soomro
"تنهنجي وَئي کان پوءِ ٿيو احساسُ هي
زندگي ڄڻُ مون وٽان گُذري وَئِي.",Adil Soomro
"”ناهي گھرجَ تنهنجي اچڻَ جي هتي“
تو مون لئه ڇو پنهنجي درَ تي لکيو هو.",Adil Soomro
"آءٌ ته ان ۾ پاڻَ ئي اٽڪڻُ ٿو چاهيان
تُنهنجي اکين جو ڇالئه جادو سوچي ٿو.",Adil Soomro
"دردَن کان لِڪائي هُئي،
مون مُرڪ بچائي هُئي.",Adil Soomro
"اسان کي سو سهڻا وساري نه ڇڏجو
ڏئي پيار دل مان ڌڪاري نه ڇڏجو",Adil Soomro
"پاڻَ اچن ڀَلُ پاڻَ اچن
ڪين کَپن خيراتي سپُنا.",Adil Soomro
"هونئن ته منهنجو دوستُ آ پيارو مگر
ڪين ٿو مُرڪي ڏسي تو جيان ڪِتابُ.",Adil Soomro
"سوچَ تي آلودگيءَ جو هيءُ اثرُ
دلين ۾ ڪاراڻ ٿيندي پَئي وَڃي.",Adil Soomro
"هُن ٿي ڏٺو دَريءَ کان ۽ مينهن ٿي وسيو.
بيٺو رهيس اُتي مان ۽ مينهن ٿي وسيو.",Adil Soomro
"پرينءَ ملڻ جا گذريا پل
راشن جي ته قطارن ۾",Adil Soomro
"علم وارن جا ادبي ميڙَن ۾
مسخَرن جون صَدارتُون آهن.",Adil Soomro
"آڱريون ڪُجھه پاڻَ ۾ ڳالهيون ته ڪَن
تون انهن کي ائين جُدا ڇوٿي ڪرين.",Adil Soomro
"پرين! اوهانجي نيڻن جا
ڄڻُ ته اشارا ڳائن ٿا",Adil Soomro
"ڪنهن ٻُڌايو ڪينَ تُنهنجو ڏسُ پَتو
مُون ته روهڙيءَ ۾ڪَئي تُنهنجي پُڇا.",Adil Soomro
"وئي وکيري وقت جي هلڪي هوا
پيار تنهنجو ڀي هيو ڄڻُ ڪاغذي",Adil Soomro
"اَڄُ به سُتل آ جَکرو پنهنجي بنگلي ۾
دروازي تي خالي جھولي ڦَٿڪي ٿي.",Adil Soomro
"حُسن تُنهنجو لوڪُ ٿو پاڳل ڪري
رُونُمائي ڪينَ ٿي ايڏي ٺَهي.",Adil Soomro
"اوچائين تي جيڪو رسندو
آخر هيٺِ ته ڪِرندو سائين.",Adil Soomro
"نيڻ اُجھاميا واٽن تي
ڏيئا ٻرن ٿا جارن ۾",Adil Soomro
"سَدا اُڀُ آهي ستارن سان مُرڪيو
۽ ڌرتيءَ جي دل ۾ دُکن جون ڪهاڻيون.",Adil Soomro
"ويساهن ۾ ڦاسي جندڙي!
پنهنجن کان ئي رولي آهين",Adil Soomro
"تو جا اکين سان ڪَئي آ.
ڳالهه وڻي سا وَئي آ.",Adil Soomro
"”مونکي تُنهنجي آهي وڻندي شاعري“
راءِ سا تُنهنجي مونکي تمغو لڳي.",Adil Soomro
"سوچن ويٺا پاڻ ۾ ٽيئي
ساڌ ٻيلو، سکرُ ۽ سنڌُ",Adil Soomro
"تون جي آهين ته آهي اها عاشقي
تون وڃين ٿي ته سَچي پوءِ ٻُڏي ٿي وڃي.",Adil Soomro
"وڄُن وارَ ڇوڙيا ننگر پارڪَر تي
وري هِن شهر ڏي ٿَري ڪونه ايندو.",Adil Soomro
"پٿر ڪنڊا شيشا جنهن تي
دلبَر جي ديدار جو رستو.",Adil Soomro
"راتِيُون جاڳي دُکندو آهيان.
گيتُ تڏهن ڪو لکندو آهيان.",Adil Soomro
"گرم جُملا ٻيٽَ تي رهجي ويا.
سردُ سُڏڪا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"گُم ٿيڻ جو آهي خطرو اهڙي گھاٽي جھنگَ ۾
تنهنجي وارن ۾ گھُمي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"ايندڙ ۾ سَوَ آسون آهن
ويندڙ جو ڪهڙو وشواس",Adil Soomro
"ڪوئي تحفو ڏيڻ ضروري آ
خالي رشتن ۾ ڇا رکيو آهي",Adil Soomro
"ڪنهن به ديس ۾ گونجي پر
دانهن جي ٻولي ساڳئي آهي",Adil Soomro
"سگھَ سان ئي خواب کي ساڀيا ملي
هر گھٽيءَ ۾ زورُ ٿو ڊوڙي پيو",Adil Soomro
"دل، سرڪاري پلاٽُ ته ناهي!
گھڙيءَ ۾ ويندي جو والاري",Adil Soomro
"سنگھرن ۾ ڪيئن قيد ڪندين!
خوشبو جان چؤڌاري آهيون",Adil Soomro
"سڀن نانءَ پنهنجي پرين جا کنيا پر
اسان سنڌ! ويٺا سين تنهنجو سڏائي",Adil Soomro
"گھايل ويندا نيٺِ ڪَري هي
ساڀيائن جي ڇاتي سپُنا.",Adil Soomro
"گھڙيءَ لئه پنهنجو جوڀن پسائي
ويو منهنجي نيڻن جا ڏيئا اُجهائي",Adil Soomro
"سي ئي پل سجايا پنهنجا
گذريا جي تو پارن سان",Adil Soomro
"نيڻَ اوهان جي نيڻن ۾ جو اَٽڪي پَيا.
اُن کانپوءِ بَس صدمن ۾ جو اَٽڪي پَيا.",Adil Soomro
"مون گُناهه پوکيا
تو ثوابُ آ رکيو.",Adil Soomro
"توکي ڏسندي گيت رچيم
هونءَ ته مون ۾ ڏات نه ڏانءُ",Adil Soomro
"منهنجو روح سدائين ريجھو
خوشبو، گيتن، ٻارن سان",Adil Soomro
"تُون ڏاٽن، هَرن ۽ جنڊن کان پُڇي ڏسُ
لڦُن سان سجايل هٿن جون ڪهاڻيون.",Adil Soomro
"سُونهن جي هڪَ سانوريءَ موهي ڇڏيو.
واٽَ ويندي ڪامڻيءَ موهَي ڇڏيو.",Adil Soomro
"شام جو اچڻي آن تون ۽ مان هتي
صبح کان سينگار ۾ ويڙهيو پَيو آن.",Adil Soomro
"ڪو تصور ٿو ڪيان دلڪش جڏهن
عڪس منهنجي ذهن ۾ تنهنجو ٺهي",Adil Soomro
"”رات راڻيءَ“ کان وڌ هوندي آ
پيارن ۽ پنهنجن جي خوشبو",Adil Soomro
"اچي شهر مان هُو ڪَوي، شاعري
وڻن کي ٻُڌائي هَليو ٿو وَڃي.",Adil Soomro
"منهنجي جذبن جا سَدا ڏيئا اُجھيا
تنهنجو لهجو ڇو هَوا آ ٿي ويو.",Adil Soomro
"وار پنهنجا هوا ۾ تو ڇوڙي ڇڏيا
سمنڊ ڇولين ۾ ڄڻُ ڪا اچي وئي اٿل",Adil Soomro
"ڍنڍ اکڙين ۾ ٿيا، لُڙڪ تنهنجا ڪنول
مان ڏسان ٿو ڪنول ۽ لکان ٿو غزل",Adil Soomro
"هيکل جندڙي هُن کي ساري
خوابن کي پئي واڻيَ ٿي.",Adil Soomro
"ڇو نه سمجھي سگھين پيارُ مُنهنجو پرين
ڳالهه مون جا چَئي سا، ڏُکي ڪانه هُئي.",Adil Soomro
"سُونهن تنهنجو عظمتون ساڳيون رهيون
عاشقن لئه تهمتون ساڳيون رهيون.",Adil Soomro
"دل ۾ جاڳي دردُ ٿو
مُرڪ چپن تي پَئي آ.",Adil Soomro
"اندَرَ ۾ ڄڻُ سمُنڊُ آ ڪوئي
ڇوليون ڇوليون ڇُلندو آهيان.",Adil Soomro
"زندگي مونکي مُنجھائي ڪين هئي ڪنهن پَل سگھي
سُونهن جي مون کي سدائين رهبري هوندي هُئي.",Adil Soomro
"هرڻيءَ وانگر ڇرڪين ڇو ٿو؟
مُنهنجو پيارُ شڪاري ناهي.",Adil Soomro
"مسجد ۾ مايُوسي آهي
۽ مندرُ آ خوفَ ۾ ورتَلُ.",Adil Soomro
"سڀئي خُواب پنهنجا ويا گھائجي هِن
هي سنگرام جهڙي حَياتي اَسانجي.",Adil Soomro
"جنهن ۾ نه ذڪر تُنهنجو
سا سِٽَ اجائي هُئي",Adil Soomro
"ديس جي ڌرتي جڏهن آهي رُني
ڪين پوندا هِن تڏهن شاعر سُمهي",Adil Soomro
"بارودن کي ڳاري ٺاري
ڌرتيءَ تي ڇڏ گُل پٿاري",Adil Soomro
"سڀئي دوست پنهنجا سنجيده ويا ٿي
نه مرڪي ٿو ڪوئي، نٿو ڪو کلائي",Adil Soomro
"سڙيل گھر تي باک ڦُٽي آ
درد شهر تي باک ڦُٽي آ",Adil Soomro
"جن کان رُسي چنڊُ ويو آ
ڳالهيون ڪن ٿا تارن سان",Adil Soomro
"گُلَ سڀئي مغرور توڙي ٿي ويا،
پوپٽن جو چاهتون ساڳيون رهيون.",Adil Soomro
"جھولَ م ڪُجھهُ ٽهڪَ آڻي تُنهنجي لئه
دردَ سڀُ گھرَ ۾ سُمهاري ٿو اچان.",Adil Soomro
"شاهه هجان ها جيڪر آنءُ
گڏ لکجي ها توسان نانءُ",Adil Soomro
"کيسي ۾ جي سپُنا ٿَئي
تولئه ڏکيا رستا ٿئي.",Adil Soomro
"ڪيسين دردَ پنهنجي دلين ۾ دُکايون.
اوهان کي نه سائين! ته ڪنهن کي ٻُڌايون.",Adil Soomro
"ڪيتري معصوم هُئي ۽ بيخبر
ڇوڪري جا چاههَ ۾ گُم ٿي وَئي.",Adil Soomro
"چنڊُ تارن جي ڦُلن ڀرسان
ڄڻُ ڪو ٻارُ بُکايل آهي.",Adil Soomro
"مون ته دل جي اکين جي ڳالهه ڪئي
تنهنجي نيڻن ۾ ڇا رکيو آهي",Adil Soomro
"هيءَ به هڪڙي سوڀَ اٿئي
يارَ لئه وٺجي هارَ جو رستو.",Adil Soomro
"من اندرَ ۾ گھاوَ ڏيندي ٿي وڃي
ڪا ڳُجھي تلوارَ آهي شاعري.",Adil Soomro
"پيار ۽ سائنس جو ڪهڙو واسطو
تُون تجربا ايترا ڇوٿي ڪرين.",Adil Soomro
"هوءَ به اڻڄاڻُ ٿيندي پَئي وَڃي.
ذهنَ ۾ ڇڪتاڻِ ٿيندي پَئي وَڃي.",Adil Soomro
"هر ڪو ماڻهو هتي وڃي وکري
بند شهرن ۾ ڇا رکيو آهي",Adil Soomro
"هي ته آهي پاڻ ٻن جو مامرو
تُون ٻين سان هي ڪَٿا ڇوٿي ڪرين.",Adil Soomro
"هڪڙو پيارُ سلامت رهندو
سارو سانگُ تَباهي آهي.",Adil Soomro
"حادثي ۾ هُو گُذاري ويو ڪَوي
سُڏڪندي هُن جي رهيو ڀرسان ڪِتابُ",Adil Soomro
"ڪنهن جي دل جو درُ کڙڪائي ڪين سگھيا
خُواب اسان جا پئسن ۾ جو اَٽڪي پَيا.",Adil Soomro
"ڳوٺ اجڙيل ۾ گُذاريم زندگي
رونقون مون لئه رهيون سڀُ اوپريُون.",Adil Soomro
"تنهنجون ٻانهون منهنجي لئه ڇوليون هيون
پـــــــــر ڪنارا دُور ٿيندا پَي ويا.",Adil Soomro
"دوستيءَ کي روشني سمجھي اسان
ڪلهه وياسين راههَ ۾ رُلجي اسان.",Adil Soomro
"راههَ پنهنجي راتِ ڪيئن روڪي سَگھي
ڏِسُ ٻنين ۾ روشني آهي اڃان.",Adil Soomro
"ساوڻَ جا برساتي سپُنا.
ٿي ويا ڄڻُ گھَر ڀاتي سپُنا.",Adil Soomro
"تو سِوا هر سازُ ٿو سُڏڪو لَڳي.
دردَ جو آوازُ ٿو هرڪولَڳي.",Adil Soomro
"واهُر بدران بيانَ ڇپيا هِن
ليکڪ جي بيماريءَ تي.",Adil Soomro
"عوامي آواز تي بندش
درٻارون ڳالهائن ٿيون",Adil Soomro
"ڌرتيءَ کان وڌ سچ نه ڪوئي
نظرن جو دوکو آڪاس",Adil Soomro
"غَزلُ ٿو لِکين ۽ پَرائي زَمين!
نئين ڳول پنهنجي تون ڪائي زَمين.",Adil Soomro
"”ڌرتيءَ تي گدلاڻ ڏسو ڪيئن ڦهلي آ“
جھوپَن ڀرسان ڪالهه نَوابن ڳالهايو.",Adil Soomro
"هڪڙو ئي لفظ توکي مون فون تي چيو
آئينءَ تون جَل پريءَ جيان ۽ مينهن ٿي وسيو.",Adil Soomro
"سُونهن وارا دور ٿيندا پي ويا.
ڄڻُ سهارا دُور ٿيندا پَي ويا.",Adil Soomro
"تنهنجي دُوري دل ۾ خنجر ٿي هڻي
هي وڇوڙو ڄڻُ سزا آ ٿي ويو.",Adil Soomro
"سجَ صُبحَ جو دَرُ اچي کڙڪائيو
راتِ ساري دردَ جيان گُذري وَئِي.",Adil Soomro
"جڏهن به تُون اسٽيج تي آئينءَ ٻٽڙي لفظ چَوڻ
شور ۾ ورتل ميڙَ ۽ جلسا گُونگا ٿي پَئي ويا.",Adil Soomro
"اسان جي اُميدن جي ڦاٽل وڳي تي
ٿوري وقت لئه ڄڻُ چَتيون خُواب ٿيا ها.",Adil Soomro
"روحَ ۾ سَوَ رنگَ ٿا جاڳي پَون
شاهه! توکي مون جڏهن آهي پڙهيو.",Adil Soomro
"تنهنجو نانءُ اُچارڻ عبادت اسانجي
سِوا ذڪر ان جي گھڙيون سڀُ اجايون.",Adil Soomro
"مان وڇوڙي جُون ڪيان ٿو ڳالهيون
۽ اوهان کي ٿو اِهو چرچو لڳي.",Adil Soomro
"ڪيڏا چرچا پيارن سان
ڪن ٿا کوُهه اڃارن سان",Adil Soomro
"”مونکي ايڏو سارِ نه تون“
چنڊَ پرينءَ کي چَئي آ.",Adil Soomro
"مارئيءَ جو کوُههُ آهي ويو سُڪي
۽ عمر جي محل ۾ هِڪُ سَمُنڊُ آ.",Adil Soomro
"پلازا ڪي پيرن ۾ جھڳيون
هر فليٽ مان اک نهاري",Adil Soomro
"جي رهيا خوددار تن لئه ديس ۾
ٺوڪرُون ۽ ذلتون ساڳيون رهيون.",Adil Soomro
"ڪيسين گھايل پير ڪندين هي
اڳيان سمورا پاڇا ٿئي.",Adil Soomro
"ٿڪل شامَ جهڙي حياتي اسانجي.
خالي لامَ جهڙي حَياتي اَسانجي.",Adil Soomro
"هر منظر آ خوف ۾ ورتلُ
جي دلبرُ آ خوفَ ۾ ورتَلُ.",Adil Soomro
"ننڊ اڪيليءَ سان ڪمري ۾
ٻکجي ويا اڌَ راتي سپُنا.",Adil Soomro
"تو ڏٺي پيارَ جي ڪا گھٽي ڪانه هُئي.
توکي سڀُ ڪُجھهُ هُيو عاشقي ڪانه هُئي.",Adil Soomro
"جنهن ۾ سمنڊُ سَمايل آهي.
سوئي اندرُ گھايلُ آهي.",Adil Soomro
"جن کي ٺُڪرائي ڇڏيو لهرُن هُيو
ڪوڏ سُهڻا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"تُنهنجون صدائون بي معنى هِن
رهبر ٻوڙا گُونگا ٿئي.",Adil Soomro
"سُونهن جي ساڃهه اکين مان آ وئي
سڀُ ٿا پاڇن پٺيان سهڪن ڊُڪن",Adil Soomro
"هر اکر ۾ باهه ٿِي ڀڙڪي پئي
برف بڻجي لفظ منهنجا ٺار تون",Adil Soomro
"سمنڊ جا نيرا نيڻَ اُڃارا ڀاسِن ٿا
ٿَر جي منَ ۾ ڄڻُ ڪا ڇولي ڦَٿڪي ٿي.",Adil Soomro
"تنهنجي در تان پيار پنڻ لئه
جھلي مون جھولي ساڳئي آهي",Adil Soomro
"هُن کان مُرڪي موڪلايُم هاڻِ پَر
اکيُن ۾ آلاڻِ ٿيندي پَئي وَڃي.",Adil Soomro
"گھرُ، ناهي ڪو جن جو
سي ٻارَ اَسين آهِيون.",Adil Soomro
"سارا لفظ کُٽي ويا آهن
دريائُن ۾ پاڻي ڪونهي.",Adil Soomro
"تُون رُٺي آهين ته مُنهنجي رُوح ۾
دردَ جي چانڊاڻ ٿيندي پَئي وَڃي.",Adil Soomro
"گيت ـ نگر جو گسُ ٿي ڳولي
پين اُڃاري مسُ ٿي ڳولي",Adil Soomro
"ننگي پيرين جيونَ اسان کي ڊُڪايو
مگر ڏينهن تَتي جو ڇِتيون خُواب ٿيا ها.",Adil Soomro
"اوهان آڳ ٻاري جشن هو ملهايو
اسان دردُ پنهنجو اڱَر تي لکيو هو.",Adil Soomro
"تُنهنجو نانءُ رکيل آ اُن تي
سارو آ هُٻڪار جو رستو.",Adil Soomro
"تنهنجو ئي  چهرو نظر مون کي اچي
مان نهاريان ٿو جڏهن به آرسي",Adil Soomro
"پنهنجي اگھَ ٻڌائڻ خاطر
دستارون ڳالهائن ٿيون",Adil Soomro
"چاهتَ، بي رنگ جيون ۾
رنگَ وکيري وَئي آ.",Adil Soomro
"مونسان جَڏهن به تُنهنجي جَوابن ڳالهايو.
دردَن زخمي سڀني عذابن ڳالهايو.",Adil Soomro
"ڪنهن کي ڊاهڻَ جا ارادا ٿي رکي!
روزُ جو هُوءَ پاڻَ کي ائين ٺاهي ٿي.",Adil Soomro
"مُرڪي تو هي پاتا هِن پرَ
نانگن جهڙا تمغا ٿَئي.",Adil Soomro
"تُهمتُن کان ڇو لنوائين ٿو پَيو
پارسائي ڪينَ ٿي ايڏي ٺَهي.",Adil Soomro
"دلِ حاضر آ تُنهنجي اکِ جو
ڇو خنجَر آ خوفَ ۾ ورتَلُ.",Adil Soomro
"تنهنجا ڦهليل ٻانهون آهن
منهنجون روڪيل راهون آهن",Adil Soomro
"اِها مُڪ تُنهنجي آ مُون لاءِ ڪافي
هي تحفا اَجايا جَنم ڏينهنَ تي.",Adil Soomro
"چادَر ۾ کَڻي چنڊَ کي
هُوءَ راتِ به آئي هُئي.",Adil Soomro
"ڪوئي ٻوٽو پوکڻ وڏي ڳالهه آهي
هوٽلَ ۾ ڳالهيون ڪرڻُ يارَ سوليون.",Adil Soomro
"تُنهنجي آئَي ٿي ويو آهي
منَ ـ بَرَ ۾ وڻڪارَ جو رستو.",Adil Soomro
"آهي سدائين ذهن ۾ تنهنجي
يادُن جو لشڪر ۽ سنڌ",Adil Soomro
"شرابن ۾ وهنتل اوهان جا غزل هِن
مٽيءَ هاڻيون آهن اسانجون هي وايون.",Adil Soomro
"ريلَ جي کڙڪين منجھان هُن ڳوٺ جا
سڀُ نظارا دُور ٿيندا پَي ويا.",Adil Soomro
"گُلُ ٽاريءَ مان ڇِني پوءِ آڱريون سوچڻَ لَڳيون.
سازَ جون تارُون ڇُهي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"دردُ جي ناهي ته پو هي پيارُ ڇا ۽ سُونهن ڇا؟
خُوابَ خوشين جا اُڻي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"هُو ڪڏهن هو معتبر ڪوئي ڪتاب
هاڻي رَديءَ جا پَنا آ ٿي ويو.",Adil Soomro
"نفرتون هڪ جاءِ تي گڏُ ٿيون جڏهن
دُشمني هڪَ ٺاههَ ۾ گُم ٿي وَئي.",Adil Soomro
"تو ڏٺو ٿي پيارَ مان مون کي جڏهن
دردَ سارا دُور ٿيندا پَي ويا.",Adil Soomro
"رات، سيارو، وڻ ويڳاڻا
ڪوهيڙي جون ڪاهون آهن",Adil Soomro
"سڄي عمر ڳولا ۾ گُذري وئي
الائي تو ڪِٿي جي وسائي زَمين.",Adil Soomro
"پيارَ جي دُنيا جو پنهنجو رنگُ آ
دردُ ڀي محبوبَ جو تحفو لڳي.",Adil Soomro
"زندگي ٻيو ڀي گھڻو ڪُجھه چاهي ٿي.
ڇا ٿيو جو هُوءَ تُنهنجي ناهي ٿي.",Adil Soomro
"ڳولا ٿو ڪرين جنهن جي
دلبَر ۾ ڏِٺو هوندَئي.",Adil Soomro
"پنڇي ٽولي ساڳئي آهي
سامهون گولي ساڳئي آهي",Adil Soomro
"هُو بَتيلا پنهنجا ڪاهي ويا هليا
خُوابَ تن جا ٻيٽَ تي رَهجي وَيا.",Adil Soomro
"ڪڏهن هُو اسانجي هُيو آرسي
جو چهرو لڪائي هَليو ٿو وَڃي.",Adil Soomro
"بي سبب هي ڪاڳرن تي ڇا نه ڇا لکجيو وڃي
پين سان گڏجي ڊُڪي پوءِ آڱريون سوچڻَ لَڳيون.",Adil Soomro
"ذهن ۾ ڄڻُ نظرين جي جنگ آ
سوچَ جي سنسار ۾ ويڙهيو پَيو آن.",Adil Soomro
"مصنوعي لفظن سان ڪن ٿا آجيان
ڪوبه ناهي جو هِتي پنهنجو لَڳي.",Adil Soomro
"پيارُ منهنجو جي نَديءَ جهڙو نه هو
ساٿُ تُنهنجو ئي پَکيءَ جهڙو نه هو.",Adil Soomro
"تنهنجي اکين ۾ آءٌ ڏسان ٿو
ٿاريلو منظر ۽ سنڌُ",Adil Soomro
"فنڪارَ اَسين آهِيون.
هُٻڪار اَسين آهِيون.",Adil Soomro
"ڪنهن به مونکان نانءُ جو آهي پُڇيو
نانءُ تُنهنجو ئي اُچاري ٿو اچان.",Adil Soomro
"دردَن ايــــــــڏو ڌوڻـــــيو آ جو
مان ته وڃا ٿو ڊهندو سائين.",Adil Soomro
"”سمجهي سگھندين ڪينَ اسان جي درد سِوا“
عشق جي مڙني مون سان نصابن ڳالهايو.",Adil Soomro
"ڪنهن نه ڄاتو ته هُن خودڪشي ڇو ڪَئي
هُن جي جيون ۾ ڪائي چُمي ڪانه هُئي.",Adil Soomro
"ٽهڪَ ۽ خوشبو ورهائي ۽ ڪڏهن
دردَ جي دستارَ آهي شاعري.",Adil Soomro
"اسان کان لنوائي هليو ٿو وڃي.
هُو رستو مٽائي هَليو ٿو وَڃي.",Adil Soomro
"پيار واري شهر ڏي ويندي سَڄڻَ!
ڪين پوندا سين ڪڏهن ٿڪجي اسان.",Adil Soomro
"شبنمي شام جا رنگَ چُنريءَ جيان
ڪيئي چهرا هُيا سانوري ڪانه هُئي.",Adil Soomro
"بددُعا مونکي نٿي تُون ڏيئي سَگھين
خطُ هي مونکي نَٿو هي تُنهنجو لڳي.",Adil Soomro
"ميرن ڪپڙن وارا ماڻهو!
ڪير ٿو تولئه ڪار بيهاري",Adil Soomro
"محبت سان آهي جبل تي جھڙالو
ڪائي ڪونج تنها اُڏاڻي نه آهي",Adil Soomro
"الڳ راءِ رکندڙ هيو هڪڙو ڏاهو
اُنهيءَ سَچُ پنهنجو زهر تي لکيو هو.",Adil Soomro
"گھارِ تنها ڪُجھه ڏهاڙا اي نَدي
تون پکين جا آسرا ڇوٿي ڪرين.",Adil Soomro
"ٿوري ته ڳالهه هئي تون ناراض ٿي وئين
موٽيس مان تو وٽان ۽ مينهن ٿي وسيو.",Adil Soomro
"ڪيڏا ٿي مايُوس ويا هُو کَن پَل ۾
لغڙَ ٻارن جا ڪنڊن ۾ جو اَٽڪي پَيا.",Adil Soomro
